SectionID,Highway,DIR,LHRS,Offset,FROM_Distance,TO_Distance,PCI,DMI,IRI,Pave_Type,Pavement_Section_From,Pavement_Section_To,Latitude,Longitude,FUNC_CLASS
109080,124,B,43720,0,37.84,57.37,81.46,8.24,0.86,AC,W JCT HWY 520,2.2 KM E OF HWY 510 (DISTRESS RIVER BR),45.65350706,-79.84492051,ART
109090,124,B,43740,2.2,57.37,75.06,92.34,9.35,0.74,AC,2.2 KM E OF HWY 510 (DISTRESS RIVER BR),S JCT OF HWY 11 (HWY 124 I/C),45.70140368,-79.61252494,ART
109100,124,B,43755,0,75.06,88.26,81.58,8.48,1.13,AC,S JCT OF HWY 11 (HWY 124 I/C),N JCT OF HWY 11 (SERVICE RD I/C),45.75915758,-79.41550034,ART
109110,124,B,43765,0,88.26,93.46,72.35,8.25,2.09,AC,N JCT OF HWY 11 (SERVICE RD I/C),GOREVILLE RD(W) - SUMMIT RD(E),45.85809383,-79.37611362,ART
109120,125,B,43800,0,0,8.96,87.71,9.35,1.36,AC,HWY 105,0.05KM N OF NUNGESSER RD,51.00455521,-93.79907524,COL
109130,125,B,43800,8.96,8.96,13.6,87.26,9.55,1.66,AC,0.05KM N OF NUNGESSER RD,END OF HWY - COCHENOUR DOCK,51.06178358,-93.76935677,COL
109140,127,B,44000,0,0,16.85,63.51,7.48,2.34,AC,MAYNOOTH - HWY 62,HASTING/NIPPISSING BDY,45.230848,-77.9385576,ART
109150,127,B,44015,0,16.85,21.15,82.62,9.09,1.73,AC,HASTING/NIPPISSING BDY,3.6 KM N SABINE TWP RD L25 C1,45.34234858,-78.05674176,ART
109160,127,B,44015,4.3,21.15,38.52,81.55,9,1.76,AC,3.6 KM N SABINE TWP RD L25 C1,HWY 60,45.37661557,-78.08373541,ART
109170,129,B,44200,0.9,0.9,30.8,77.49,8.3,1.46,AC,THESSALON N LTS - DYMENT MILL,SEC HWY 554,,,COL
109180,129,B,44220,0,30.8,47.3,87.97,8.97,0.87,AC,SEC HWY 554,0.4KM N OF GOULD-CASSON TWP BDY,,,COL
109190,129,B,44220,16.5,47.3,61.6,90.11,9.24,0.91,AC,0.4KM N OF GOULD-CASSON TWP BDY,LAFOE CK BR,,,COL
109200,129,B,44230,0,61.6,72.6,75.64,8.96,3.23,ST,LAFOE CK BR,11KM N OF LAFOE CK BR,,,COL
109210,129,B,44230,11,72.6,82.4,64.43,7.71,3.22,ST,11KM N OF LAFOE CK BR,GRAVEL R BR,,,COL
109220,129,B,44240,0,82.4,94.2,58.31,7.28,3.63,ST,GRAVEL R BR,11.8 KM N OF GRAVEL R BR,,,COL
109230,129,B,44240,11.8,94.2,104.4,50.51,6.14,3.18,ST,11.8 KM N OF GRAVEL R BR,0.7 KM N OF VILL - ROLL TWP BDY,,,COL
109240,129,B,44245,7.8,104.4,122.1,51.99,6.29,3.16,ST,0.7 KM N OF VILL - ROLL TWP BDY,MTO PATROL YARD,,,COL
109250,129,B,44250,11.4,122.1,162.2,70.35,8.21,2.96,ST,MTO PATROL YARD,16.7 KM N OF ALGOMA-SUDBURY BDY,,,COL
109260,129,B,44255,16.7,162.2,184.33,62.43,7.17,2.11,AC,16.7 KM N OF ALGOMA-SUDBURY BDY,FIVE MILE CREEK CULVERT,,,COL
109270,129,B,44260,15.6,184.33,210.17,67.44,7.52,1.87,AC,FIVE MILE PCREEK CULVERT,S JCT HWY 101,,,COL
109280,129,B,44290,0,217.774,220.774,83.5,8.7,1.14,AC,N JCT HWY 101 - FOLEYET RD,CHAPLEAU S LTS,47.8152798,-83.39400394,COL
109290,130,B,44400,0,0,9.2,80.18,8.63,1.5,AC,HWY 61,0.6 KM S OF KAMINISTIQUIA R BR,48.2986636,-89.47003507,COL
109300,130,B,44400,9.2,9.2,13.4,83.89,9.13,1.6,AC,0.6 KM S OF KAMINISTIQUIA R BR,ARTHUR ST (FORMERLY HWYS 11/17),48.35930107,-89.43398649,COL
109310,130,B,44412,0,13.4,15.99,74.73,8.22,1.73,AC,ARTHUR ST/Twin City Crossroads,HWY 11/17,48.38086781,-89.41632353,COL
109320,132,B,44700,1.8,1.8,5.97,88.38,9.1,0.97,AC,RENFREW WEST LIMITS,250M WEST OF COUNTY RD 5 (STONE RD),45.46909922,-76.70542785,ART
109330,132,B,44700,5.97,5.97,16.7,60.35,7.2,2.43,AC,250M WEST OF COUNTY RD 5 (STONE RD),200M EAST OF GORRA HILL RD,45.44996997,-76.75092502,ART
109340,132,B,44710,4.67,16.7,27.68,75.88,8.26,1.63,AC,200M EAST OF GORRA HILL RD,DACRE - SEC HWY 513,45.39280721,-76.84033043,ART
109350,132,B,44720,0,27.68,30.18,61.2,7.05,2.13,AC,DACRE - SEC HWY 513,HWY 41,45.37035014,-76.96617439,ART
109360,137,B,45300,0,0,2.7,54.23,7.14,3.17,AC,CANADA-USA BORDER,THOUSAND ISLAND I/C,44.34933617,-75.98465396,FWY
109370,137,N,45310,0,2.7,4.3,67.51,7.73,2.11,AC,THOUSAND ISLAND I/C,HWY 401,44.368833,-75.97939757,FWY
109380,137,S,45310,0,2.7,4.3,74.19,7.9,1.42,AC,HWY 401,THOUSAND ISLAND I/C,44.38216094,-75.98326793,FWY
109390,138,B,45410,1.4,4.3,21.73,86.62,8.89,0.95,AC,CORNWALL N LTS - CENTRE RD,MONKLAND - HWY 43,45.06070488,-74.76970917,ART
109400,138,B,45430,0,21.73,38.63,52.26,7,3.26,AC,MONKLAND - HWY 43,HWY 417 IC,45.19354937,-74.88153514,ART
109410,140,B,45700,0,0,5.666,88.7,9.33,1.2,AC,PORT COLBORNE-HWY 3-MAIN ST E,CNR STRUCTURE (Forkes Road),42.90113891,-79.23456429,ART
109420,140,B,45710,0.55,5.666,10.901,72.1,8.24,2.11,AC,CNR STRUCTURE (Forkes Road),NIAGARA REGIONAL RD 27 (EAST MAIN ST),42.9474062,-79.21078852,ART
109430,141,B,45753,0,0,7.7,88.44,9.39,1.31,AC,HWY 11,MUSKOKA RD. 35,45.21301246,-79.30948957,COL
109440,141,B,45760,0,7.7,19,94.5,9.92,1.14,AC,MUSKOKA RD 35,1.2 KM W OF MUSKOKA RD 24,45.18501367,-79.39804767,COL
109450,141,B,45770,1.2,19,25.8,78.54,8.22,1.22,AC,1.2 KM W. OF MUSKOKA RD. 24,0.1 KM W OF ROSSEAU LAKE RD 2,45.21557211,-79.50763591,COL
109460,141,B,45770,8,25.8,31.2,79.2,8.21,1.12,AC,0.1 KM W OF ROSSEAU LAKE RD 2,PARRY SOUND DIST. BDY,45.23322791,-79.57339955,COL
109470,141,B,45782,0,31.2,36.3,82.56,8.71,1.28,AC,PARRY SOUND DIST. BDY.,0.5 KM W OF SHADOW R BR.,45.25359092,-79.6261419,COL
109480,141,B,45790,3.7,36.3,49.879,86.93,9,1.04,AC,0.5 KM W OF SHADOW R BR.,HWY 7290 (F HWY 69)/141 N JCT,45.27439915,-79.6860974,COL
109490,141,B,45800,0,49.879,53.349,75.6,8.38,1.81,AC,HWY 7290 (F HWY 69)/141 N JCT,HWY 7289 / HWY141 S JCT,45.28193894,-79.83335686,COL
109500,141,B,45810,0,53.349,54.239,78.41,8.27,1.3,AC,HWY 7289 (F HWY 69)/141 S JCT,HWY 400/141 IC 207,45.25352432,-79.82237956,COL
109510,144,B,46025,0,0,17.6,75.18,7.83,1.21,AC,JCT HWY 17 & HWY 144N,JCT HWY 144 & REG RDS 35 & 15,46.41863812,-81.18099229,ART
109520,144,N,46030,0,17.6,19.7,39.01,6.36,4.26,AC,JCT HWY 144 & REG RDS 35 & 15,OMER LEROUX ST (CHELMSFORD),46.56839576,-81.18275628,ART
109530,144,S,46030,0,17.6,19.7,53.29,7.01,3.14,AC,OMER LEROUX ST (CHELMSFORD),JCT HWY 144 & REG RDS 35 & 15,46.56881542,-81.20955415,ART
109540,144,B,46030,2.1,19.7,27.8,51.52,6.73,3.04,AC,OMER LEROUX ST,2.0 KM N OF CPR OVERHEAD,46.56891485,-81.20944817,ART
109550,144,B,46030,10.2,27.8,39.4,49.86,6.92,3.49,AC,2.0 KM N OF CPR OVERHEAD,1.5 KM S OF REG RD 8,46.58511567,-81.30250023,ART
109560,144,B,46045,11.2,39.4,57.5,40.98,6.45,4.11,AC,1.5 KM S OF REG RD 8,CENTER ST - CARTIER W ENTRANCE,46.6020145,-81.40703482,ART
109570,144,B,46060,0.5,57.5,82.1,96.78,9.92,0.83,AC,CENTRE ST - CARTIER W ENTRANCE,HALF WAY LAKE CULVERT,46.70382895,-81.55855641,ART
109580,144,B,46080,0,82.1,101.5,49.67,6.45,2.95,AC,HALF WAY LAKE CULVERT,.3KM N OF MULD-DUBLIN TWP BDY(SUD-NEWLIS BDY),46.90286645,-81.63059599,ART
109590,144,B,46090,6.7,101.5,119.1,46.84,6.48,3.36,AC,.3KM N OF MULD-DUBLIN TWP BDY(SUD-NEWLIS BDY),BAYNES-MARQUETTE TWP BDY,47.06911071,-81.65058443,ART
109600,144,B,46105,0,119.1,143.8,96.82,9.92,0.83,AC,SUDBURY/NEW LISKEARD DIST BDY,10.2 KM S JCT 560 & 144,47.20696603,-81.7230754,ART
109610,144,B,46105,24.7,143.8,163.9,79.79,8.42,1.3,AC,10.2 KM S OF JCT 560,MESOMIKENDA LAKE RD-CHESTER TWP,47.38673992,-81.83351658,ART
109620,144,B,46130,9.9,163.9,186,76.77,8.25,1.5,AC,MESOMIKENDA LAKE RD-CHESTER TWP,JCT HWY 661 - GOGAMA,47.55894403,-81.85924706,ART
109630,144,B,46140,0,186,208.8,93.29,9.39,0.66,AC,SEC HWY 661 - GOGAMA RD,STETHAM/HAZEN TWP BDY,47.70156256,-81.73243945,ART
109640,144,B,46140,22.8,208.8,229.3,86.67,8.77,0.8,AC,STETHAM/HAZEN TWP BDY,KENOGAMISSI FALLS ROAD (E) HASSARD TWP,47.84142465,-81.60549758,ART
109650,144,B,46140,43.3,229.3,249.942,87.49,9.16,1.16,AC,KENOGAMISSI FALLS RD (E) HASSARD TWP,DOYLE RD S,48.01963742,-81.58548666,ART
109660,144,B,46160,10.6,249.942,271.742,76.86,8.12,1.33,AC,DOYLE RD S,TIMMINS - HWY 101,48.20384096,-81.5777558,ART
109670,148,B,46250,0,0,5,61.68,7.58,2.7,AC,ONTARIO-QUEBEC PROV BDY,CITY OF PEMBROKE-CEDAR LANE,45.80826912,-77.04191385,COL
109680,400A,N,47100,0,0,1.1,89.66,9.31,1.05,AC,JCT HWYS 400 & 400 EXT,HWYS 11/93 IC OP,44.42517732,-79.65225421,FWY
109690,400A,S,47100,0,0,1.1,82.45,8.87,1.48,AC,HWYS 11/93 IC OP,JCT HWYS 400 & 400 EXT,44.43500531,-79.64375295,FWY
109700,400C,N,46820,0,10.22,12.267,91.04,9.62,1.02,CO,VAUGHAN - HWY 7 IC-29,LANGSTAFF RD IC-30,43.78459208,-79.53742363,FWY
109710,400C,S,46820,0,10.22,12.267,93.86,9.74,0.86,CO,LANGSTAFF RD IC-30,VAUGHAN - HWY 7 IC-29,43.80921224,-79.54408136,FWY
109720,400,E,46795,0,0,1.612,73.58,8.71,1.91,CO,NORTH YORK - HWY 401 IC-21,NORTH YORK - MAPLE LEAF RD,43.716014,-79.52018425,FWY
109730,400,W,46795,0,0,1.612,75.1,8.71,1.77,CO,NORTH YORK - MAPLE LEAF RD,NORTH YORK - HWY 401 IC-21,43.70872193,-79.49933303,FWY
109740,400,N,46810,0,1.612,8.108,71.57,7.33,1.09,AC,NORTH YORK - HWY 401 IC-21,NORTH YORK - STEELES AV IC-27,43.71645723,-79.51825414,FWY
109750,400,S,46810,0,1.612,8.108,70.85,7.17,0.99,AC,NORTH YORK - STEELES AV IC-27,NORTH YORK - HWY 401 IC-21,43.77289324,-79.53514088,FWY
109760,400,N,46817,0,8.108,10.22,80.8,8.51,1.27,AC,NORTH YORK - STEELES AV IC-27,VAUGHAN - HWY 7 IC-29,43.77268661,-79.53484578,FWY
109770,400,S,46817,0,8.108,10.22,94.24,9.75,0.97,AC,VAUGHAN - HWY 7 IC-29,NORTH YORK - STEELES AV IC-27,43.79146876,-79.5395397,FWY
109780,400,N,46820,0,10.22,12.267,89.56,9.01,0.7,AC,VAUGHAN - HWY 7 IC-29,LANGSTAFF RD IC-30,43.79132471,-79.53926374,FWY
109790,400,S,46820,0,10.22,12.267,95.55,9.88,0.95,AC,LANGSTAFF RD IC-30,VAUGHAN - HWY 7 IC-29,43.80943196,-79.54380184,FWY
109800,400,N,46822,0,12.267,16.476,80.28,8.26,1.04,AC,LANGSTAFF RD IC-30,VAUGHAN-MAJ MACKENZIE DR IC-35,43.80938266,-79.54354676,FWY
109810,400,S,46822,0,12.267,16.476,78.7,8.11,1.07,AC,VAUGHAN-MAJ MACKENZIE DR IC-35,LANGSTAFF RD IC-30,43.84708342,-79.5487482,FWY
109820,400,N,46827,0,16.476,24.882,97.12,9.92,0.79,AC,VAUGHAN-MAJ MACKENZIE DR IC-35,YORK RD 11 IC-43(TO KING CITY),43.84688165,-79.54852854,FWY
109830,400,S,46827,0,16.476,24.882,91.87,9.31,0.76,AC,YORK RD 11 IC-43(TO KING CITY),VAUGHAN-MAJ MACKENZIE DR IC-35,43.92037817,-79.56624115,FWY
109840,400,N,46830,0,24.882,37.296,86.79,8.9,0.94,AC,YORK RD 11 IC-43 (TO KING CITY),HWY 9 IC-55,43.92050232,-79.56589696,FWY
109850,400,S,46830,0,24.882,37.296,88.49,9.17,1.04,AC,HWY 9 IC-55,YORK RD 11 IC-43 (TO KING CITY),44.02937407,-79.59435312,FWY
109860,400,N,46840,0,37.296,39.7,77.05,8.03,1.2,AC,HWY 9 IC-55,YORK-SIMCOE BDY (.5KM S OF N CANAL RD IC-58),44.02937071,-79.59417763,FWY
109870,400,S,46840,0,37.296,39.7,70.33,7.33,1.25,AC,YORK-SIMCOE BDY (.5 KM S OF N CANAL RD IC-58),HWY 9 IC-55,44.04811649,-79.60597071,FWY
109880,400,N,46842,0,39.7,57.2,67.24,6.87,1.11,AC,YORK-SIMCOE BDY (.5 KM S OF N CANAL RD IC-58),HWY 89 IC-75,44.050742,-79.60783181,FWY
109890,400,S,46842,0,39.7,57.2,65.96,6.78,1.17,AC,HWY 89 IC-75,YORK-SIMCOE BDY (.5 KM S OF N CANAL RD IC-58),44.20038738,-79.65487002,FWY
109900,400,N,46860,0,57.2,75.7,67.92,7.12,1.32,AC,HWY 89 IC-75,BARRIE - S JCT HWY 27 - ESSA RD,44.20034128,-79.65465671,FWY
109910,400,S,46860,0,57.2,75.7,68.32,7.11,1.26,AC,BARRIE - S JCT HWY 27 - ESSA RD,HWY 89 IC-75,44.36045939,-79.69558673,FWY
109920,400,N,46880,0,75.7,85.9,80.75,8.32,1.05,AC,BARRIE - S JCT HWY 27 - ESSA RD,HWY 400 EXT,44.3623083,-79.69749805,FWY
109930,400,S,46880,0,75.7,85.9,82.37,8.43,0.97,AC,HWY 400 EXT,BARRIE - S JCT HWY 27 - ESSA RD,44.42567721,-79.65223098,FWY
109940,400,N,46910,0,85.9,92.5,90.92,9.38,0.97,AC,HWY 400 EXT,FORBES RD IC-111 - SIMCOE RD 11,44.36225029,-79.69745152,FWY
109950,400,S,46910,0,85.9,92.5,87.47,8.92,0.88,AC,FORBES RD IC-111 - SIMCOE RD 11,HWY 400 EXT,44.47666395,-79.69571034,FWY
109960,400,N,46920,0,92.5,102.3,98.63,9.92,0.59,AC,FORBES RD IC-111 - SIMCOE RD 11,HWY 93 IC-121,44.47668435,-79.6955277,FWY
109970,400,S,46920,0,92.5,102.3,89.09,9,0.75,AC,HWY 93 IC-121,FORBES RD IC-111 - SIMCOE RD 11,44.55242926,-79.74558007,FWY
109980,400,N,46930,0,102.3,117.6,91.21,9.34,0.88,AC,HWY 93 IC-121,SIMCOE RD 19,44.55215595,-79.74524907,FWY
109990,400,S,46930,0,102.3,117.6,97.72,9.99,0.79,AC,SIMCOE RD 19,HWY 93 IC-121,44.66200009,-79.64387132,FWY
110000,400,N,46941,0,117.6,128.9,91.99,9.33,0.76,AC,SIMCOE RD 19,N JCT HWY 12/SIMCOE RD 16,44.66205926,-79.64344702,FWY
110010,400,S,46941,0,117.6,128.9,97.59,9.94,0.75,AC,N JCT HWY 12/SIMCOE RD 16,SIMCOE RD 19,44.74787284,-79.70319404,FWY
110020,400,N,46960,0,128.9,136.038,86.92,8.96,1,AC,N JCT HWY 12/SIMCOE RD 16,SEVERN RIVER BRIDGE (SW REG BDY),44.74744051,-79.70249757,FWY
110030,400,S,46960,0,128.9,136.038,73.31,7.97,1.62,AC,SEVERN RIVER BRIDGE (SW REG BDY),N JCT HWY 12/SIMCOE RD 16,44.79966443,-79.72268625,FWY
110040,400,N,46969,0,136.038,137.278,80.17,8.51,1.36,AC,SEVERN RIVER BR (SW REG BDY),MUSKOKA RD 5,44.79993368,-79.72231608,FWY
110050,400,S,46969,0,136.038,137.278,90.08,9.5,1.22,AC,MUSKOKA RD 5,SEVERN RIVER BR (SW REG BDY),44.8049646,-79.73651393,FWY
110060,400,N,46972,0,137.278,149.79,92.03,9.36,0.79,AC,MUSKOKA RD 5,1.0 KM S OF CROOKED BAY RD,44.80495544,-79.73591634,FWY
110070,400,S,46972,0,137.278,149.79,97.58,10,0.82,AC,1.0 KM S OF CROOKED BAY RD,MUSKOKA RD 5,44.90890091,-79.77298033,FWY
110080,400,N,46977,6.2,149.79,158.654,80.87,8.37,1.09,AC,1.0 KM S OF CROOKED BAY RD,1.0 KM N OF GIBSON R BR,44.91655403,-79.77493905,FWY
110090,400,S,46977,6.2,149.79,158.654,63.51,7.42,2.27,AC,1.0 KM N OF GIBSON R BR,1.0 KM S OF CROOKED BAY RD,44.98434682,-79.78054039,FWY
110100,400,N,46981,2.22,158.654,162.856,79.69,8.33,1.2,AC,1.0 KM N OF GIBSON R BR,MUSQUASH R BR,44.98639099,-79.78066731,FWY
110110,400,S,46981,2.22,158.654,162.856,77.46,8.39,1.57,AC,MUSQUASH R BR,1.0 KM N OF GIBSON R BR,45.02182644,-79.77827816,FWY
110120,400,N,46984,3.363,162.856,169.489,83.14,8.46,0.9,AC,MUSQUASH RIVER BRIDGE,2 KM N OF MUSKOKA RD 12,45.02199077,-79.77770288,FWY
110130,400,S,46984,3.363,162.856,169.489,90.57,9.17,0.76,AC,2 KM N OF MUSKOKA RD 12,MUSQUASH RIVER BRIDGE,45.07329295,-79.78495913,FWY
110140,400,N,46987,2.306,169.489,179.703,78.42,8,0.98,AC,2 KM N OF MUSKOKA RD 12,HEALEY LK RD UP,45.08253208,-79.78464688,FWY
110150,400,S,46987,2.306,169.489,179.703,78.13,7.88,0.87,AC,HEALEY LK RD UP,2 KM N OF MUSKOKA RD 12,45.16647596,-79.79473699,FWY
110160,400,N,47005,0.302,179.703,193.77,82.17,8.33,0.87,AC,HEALEY LK RD UP,4.1 KM N OF HWY 141,45.16659456,-79.79422779,FWY
110170,400,S,47005,0.302,179.703,193.77,84.15,8.64,0.98,AC,4.1 KM N OF HWY 141,HEALEY LK RD UP,45.2709657,-79.84176576,FWY
110180,400,N,47010,4.1,193.77,200.199,76.99,7.93,1.08,AC,4.1 KM N OF HWY 141,1.5 KM N OF SEGUIN TRAIL,45.28448737,-79.85247977,FWY
110190,400,S,47010,4.1,193.77,200.199,81.37,8.33,0.98,AC,1.5 KM N OF SEGUIN TRAIL,4.1 KM N OF HWY 141,45.30616224,-79.91471257,FWY
110200,400,N,47016,1.5,200.199,210.446,65.32,7.15,1.7,AC,1.5 KM N OF SEGUIN TRAIL,0.3KM S OF MILL LAKE BRIDGE,45.30691346,-79.91952774,FWY
110210,400,S,47016,1.5,200.199,210.446,74.61,8.04,1.53,AC,0.3KM S OF MILL LAKE BRIDGE,1.5 KM N OF SEGUIN TRAIL,45.35490498,-80.00881851,FWY
110220,400,N,47023,1.5,210.406,226.706,84.23,8.55,0.86,AC,0.3KM S OF MILL LAKE BRIDGE,END OF DIVIDED HWY (START OF HWY 69),45.36015752,-80.01428734,FWY
110230,400,S,47023,1.5,210.406,226.706,85.6,8.75,0.92,AC,END OF DIVIDED HWY (START OF HWY 69),0.3KM S OF MILL LAKE BRIDGE,45.45276921,-80.14726743,FWY
110240,401C,E,47607,0,428.117,433.948,90.28,9.38,0.9,CO,PICKERING:ROUGEMOUNT DR UP,BROCK RD.,43.8074641,-79.12850475,FWY
110250,401C,W,47607,0,428.117,433.948,89.58,9.19,0.82,CO,BROCK RD.,PICKERING:ROUGEMOUNT DR UP,43.83912487,-79.07054334,FWY
110260,401C,E,47612,1.49,433.948,441.511,80.63,8.51,1.11,CO,SCARBOROUGH-NEILSON RD IC-385,PICKERING:ROUGEMOUNT DR UP,43.7933811,-79.2154298,FWY
110270,401C,W,47612,1.49,433.948,441.511,80.09,8.49,1.14,CO,PICKERING:ROUGEMOUNT DR UP,SCARBOROUGH-NEILSON RD IC-385,43.80818154,-79.12868612,FWY
110280,401C,E,47625,0,441.511,443.31,82.99,8.7,1.04,CO,SCARB-MARKHAM RD-HWY 48 IC-383,SCARBOROUGH-NEILSON RD IC-385,43.78529427,-79.23516994,FWY
110290,401C,W,47625,0,441.511,443.31,87.53,9.34,1.12,CO,SCARBOROUGH-NEILSON RD IC-385,SCARB-MARKHAM RD-HWY 48 IC-383,43.79391358,-79.21586564,FWY
110300,401C,E,47626,0,443.31,449.037,76.74,8.29,1.29,CO,SCARBOROUGH-WARDEN AV IC-378,SCARB-MARKHAM RD-HWY 48 IC-383,43.77009584,-79.30407808,FWY
110310,401C,W,47626,0,443.31,449.037,80.54,8.62,1.2,CO,SCARB-MARKHAM RD-HWY 48 IC-383,SCARBOROUGH-WARDEN AV IC-378,43.78568414,-79.2355958,FWY
110320,401C,E,47631,0,449.037,451.759,89.58,9.48,1.05,CO,HWY 404 IC-375-DON VALLEY PKWY-NORTH YORK,SCARBOROUGH-WARDEN AV IC-378,43.76702686,-79.33841049,FWY
110330,401C,W,47631,0,449.037,453.777,74.8,8.33,1.5,CO,SCARBOROUGH-WARDEN AV IC-378,NORTH YORK-LESLIE ST IC 373,43.77065463,-79.30416692,FWY
110340,401C,E,47635,0,451.759,457.753,81.76,8.77,1.21,CO,NORTH YORK-HWY 11 IC-369-YONGE ST,HWY 404 IC-375-DON VALLEY PKWY-NORTH YORK,43.7532663,-79.40810921,FWY
110350,401C,W,47640,0,453.777,461.951,72.44,8.05,1.5,CO,NORTH YORK-LESLIE ST IC 373,ALLEN RD IC,43.7664994,-79.36311534,FWY
110360,401C,E,47643,0,457.753,461.951,59.97,7.84,2.47,CO,ALLEN RD IC,NORTH YORK - HWY 11 IC-369 - YONGE ST,43.72971039,-79.44834031,FWY
110370,401C,E,47652,0,461.951,467.71,85.98,9.77,1.6,CO,HWY 400 IC (BASKETWEAVE),ALLEN RD IC,43.7162569,-79.51831257,FWY
110380,401C,W,47652,0,461.951,467.71,68.52,7.38,1.34,CO,ALLEN RD IC,HWY 400 IC (BASKETWEAVE),43.73021087,-79.44885844,FWY
110390,401C,E,47660,0,467.71,471.768,89.54,9.56,1.11,CO,KIPLING AVENUE,HWY 400 IC (BASKETWEAVE),43.70086442,-79.56108873,FWY
110400,401C,W,47660,0,467.71,471.768,95.04,9.99,0.94,CO,HWY 400 IC (BASKETWEAVE),KIPLING AVENUE,43.7167497,-79.51851932,FWY
110410,401C,E,47672,0,476.135,481.915,93.47,9.92,1.28,AC,HWY 410 IC,RENFORTH DR,43.63870718,-79.65923344,FWY
110420,401C,W,47672,0,476.135,481.915,93.76,9.92,1.24,AC,RENFORTH DR,HWY 410 IC,43.66909941,-79.59152206,FWY
110430,401C,E,47675,0,481.915,485.813,92.3,10,1.2,PC,0.3KM E OF FIRST LINE RD W-MCLAUGHLAN RD,HWY 410  IC,43.62366966,-79.69980119,FWY
110440,401C,W,47675,0,481.915,485.813,92.3,10,1.2,PC,HWY 410  IC,0.3KM E OF FIRST LINE RD W-MCLAUGHLAN RD,43.6391742,-79.66082371,FWY
110450,401,E,47200,0,0,14.39,85,8.86,1.13,AC,LANCASTER-HWYS 2-34 IC-814,QUEBEC-ONTARIO BDY,45.13628993,-74.49672227,FWY
110460,401,W,47200,0,0,14.39,84.32,8.81,1.16,AC,QUEBEC-ONTARIO BDY,LANCASTER-HWYS 2-34 IC-814,45.20897173,-74.34767602,FWY
110470,401,E,47220,0,14.39,32,75.07,7.98,1.4,AC,CORNWALL E LTS- BOUNDARY RD IC-796,LANCASTER-HWYS 2-34 IC-814,45.06345246,-74.69114026,FWY
110480,401,W,47220,0,14.39,32,78.23,8.67,1.81,AC,LANCASTER-HWYS 2-34 IC-814,CORNWALL E LTS- BOUNDARY RD IC-796,45.13662435,-74.49669606,FWY
110490,401,E,47240,0,32,50.15,85.37,8.98,1.23,AC,MOULINETTE RD IC-778,CORNWALL E LTS-BOUNDARY RD IC-796,45.04665116,-74.90681308,FWY
110500,401,W,47240,0,32,50.15,85.05,8.92,1.2,AC,CORNWALL E LTS-BOUNDARY RD IC-796,MOULINETTE RD IC-778,45.06373486,-74.69046496,FWY
110510,401,E,47270,0,50.15,69.72,94.68,9.8,0.97,AC,UPPER CANADA RD IC-758,MOULINETTE RD IC-778,44.9533488,-75.10929913,FWY
110520,401,W,47270,0,50.15,69.72,96.16,9.86,0.84,AC,MOULINETTE RD IC-778,UPPER CANADA RD IC-758,45.04694169,-74.90687285,FWY
110530,401,E,47290,0,69.72,90.23,78.7,8.12,1.08,AC,CARMAN RD IC-738,UPPER CANADA RD IC-758,44.85728265,-75.33039957,FWY
110540,401,W,47290,0,69.72,90.23,78.97,8.31,1.28,AC,UPPER CANADA RD IC-758,CARMAN RD IC-738,44.9535728,-75.10954626,FWY
110550,401,E,47310,0,90.23,98.1,95.67,9.73,0.75,AC,CARDINAL-SHANLY RD IC-730,CARMAN RD IC-738,44.81066658,-75.40509272,FWY
110560,401,W,47310,0,90.23,98.1,96.69,9.71,0.59,AC,CARMAN RD IC-738,CARDINAL-SHANLY RD IC-730,44.85761081,-75.33046706,FWY
110570,401,E,47315,0,98.1,106.79,94.03,9.64,0.86,AC,HWY 16 INT. 721,SHANLY RD. INT.(730),44.75422952,-75.47849225,FWY
110580,401,W,47315,0,98.1,106.79,96.23,9.68,0.62,AC,SHANLY RD. INT.(730),HWY 16 INT. 721,44.81091831,-75.40525642,FWY
110590,401,E,47320,0,106.79,123.23,75.71,8.24,1.63,AC,MAITLAND RD. INT.(705),HWY 16 INT.(721),44.65273327,-75.62597767,FWY
110600,401,W,47320,0,106.79,123.23,74.91,8.22,1.71,AC,HWY 16 INT.(721),MAITLAND RD. INT.(705),44.74465101,-75.4933009,FWY
110610,401,E,47330,0,123.23,141.5,95.27,9.62,0.67,AC,HWY 2 INT (687),MAITLAND RD INT (705),44.53587708,-75.76767889,FWY
110620,401,W,47330,0,123.23,141.5,69.85,7.3,1.28,AC,MAITLAND RD INT (705),HWY 2 INT (687),44.65281242,-75.62618828,FWY
110630,401,E,47350,0,141.5,152.59,97.11,9.89,0.75,AC,MALLORYTOWN RD. INT(675),HWY 2 INT(687),44.47410167,-75.86938341,FWY
110640,401,W,47350,0,141.5,152.59,94.07,9.63,0.85,AC,HWY 2 INT(687),MALLORYTOWN RD. INT(675),44.53127633,-75.76758741,FWY
110650,401,E,47360,0,152.59,166.84,69.77,7.51,1.54,AC,HWY 137 INT (661),MALLORYTOWN RD INT (675),44.38191338,-75.98315414,FWY
110660,401,W,47360,0,152.59,166.84,74.04,8.01,1.57,AC,MALLORYTOWN RD INT (675),HWY 137 INT (661),44.47448932,-75.86957013,FWY
110670,401,E,47370,0,166.84,182.86,70.39,7.42,1.35,AC,HWY 32 INT (645),HWY 137 INT (661),44.34415693,-76.17089677,FWY
